Sex,Gender,Age,Ethnicity,Age Group,Region,RegionName,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
1,Male,33,5,5,4,EM,7691,1348,7331,768,3541,5977,3796,3559,1827,9563,5000,1836,1149,2828,5765,1351,1403,3550,1019,1290,879,1022
1,Male,34,5,5,4,EM,1825,5555,3706,2975,4367,1919,1229,771,1790,1340,4963,2627,6676,2455,3316,3267,5346,2508,5758,2616,5237,1748
1,Male,35,5,6,4,EM,3511,4478,2485,2905,5245,8115,3801,3030,1561,1498,6393,3672,5971,1538,1062,3828,2127,3364,2664,4496,954,1045
1,Male,36,5,6,4,EM,1191,3867,777,2532,1529,1246,1063,8027,1125,1306,2866,2775,1105,1894,7885,8513,969,4938,3016,8558,1050,887
1,Male,37,5,6,4,EM,1421,3149,2896,6594,2841,1074,5437,1897,4535,716,649,615,1375,7975,2123,6441,9229,1771,1008,3348,2682,1492
1,Male,38,5,6,4,EM,7885,7529,794,9150,3773,3860,5912,10071,5341,5001,2501,954,1056,2250,1181,7614,1130,7340,3447,4133,6225,2071
1,Male,39,5,6,4,EM,4596,4380,5212,833,2747,2409,1396,2942,2267,8149,1026,869,1573,702,1461,4094,1795,2865,1220,2066,2315,2084
1,Male,40,5,6,4,EM,4609,4153,1915,1238,1631,1261,1133,2679,2528,675,3470,3761,1900,2145,1209,4054,2510,1468,1195,928,5616,8703
1,Male,41,5,6,4,EM,1282,2496,3652,1361,1683,10442,3150,4638,2957,4396,1615,4669,2168,2608,1777,1438,2125,3881,1865,2110,3019,2737
1,Male,42,5,6,4,EM,2870,7297,1722,1367,2862,3535,2644,6162,6259,1418,4071,2333,4357,1043,6115,906,1119,3908,2105,2316,3452,2831
1,Male,43,5,6,4,EM,2522,4458,4919,2878,8461,1411,2727,1055,899,1420,5295,3482,2538,7204,2619,2883,2374,1752,9426,4749,4105,1234
1,Male,44,5,6,4,EM,1967,4761,2086,2320,4285,8332,2855,4763,8445,1614,6287,2056,3841,4700,2129,8337,1111,1219,1509,3444,1090,5759
1,Male,45,5,7,4,EM,1199,2674,2873,1894,3953,5840,845,3642,4575,4674,1448,662,941,1509,3310,5931,7739,6772,4399,1312,1931,2678
1,Male,46,5,7,4,EM,5827,1964,5727,6544,4221,5664,1753,6472,1711,3408,4617,2255,2761,6812,2362,5968,6748,4079,3366,9212,1307,1540
1,Male,47,5,7,4,EM,1980,1544,2931,934,4117,3727,5142,1346,2826,3251,1702,4029,785,7817,7470,1529,1461,1502,2378,8345,1404,1570
1,Male,48,5,7,4,EM,8613,923,9610,6854,3191,2186,2024,6593,5399,1077,4351,2914,3610,4345,3989,5116,1075,5054,2454,6950,809,1263
1,Male,49,5,7,4,EM,4109,5916,1506,2630,1719,1112,8173,1072,7619,8132,3208,6416,813,6457,5857,1740,3011,5828,9762,5545,1269,2453
1,Male,50,5,7,4,EM,2537,1701,1847,1616,4129,4067,2789,3093,1845,723,7323,7497,2414,3116,3030,3702,3481,1801,3633,2609,3807,6052
1,Male,51,5,7,4,EM,1620,1506,2522,2424,4775,3518,2585,3089,1212,7653,2077,1161,2932,1475,4774,1631,6919,1662,1980,5335,4082,2425
1,Male,52,5,7,4,EM,2131,7788,1547,1277,5977,2937,3113,4704,1432,1086,9060,1232,1793,2866,3727,2517,807,2753,6577,2649,2006,807
1,Male,53,5,7,4,EM,8552,4543,2786,6818,5803,2006,9293,1536,1004,2157,1331,3318,4911,1635,796,1368,1273,1384,3034,812,2263,1234
1,Male,54,5,7,4,EM,4504,5879,5467,3453,2729,1262,5583,6482,6005,973,3673,7853,5228,4447,3059,3359,1132,1265,1650,5238,701,1754
1,Male,55,5,8,4,EM,2128,8935,1565,1533,2158,3759,916,6375,4631,3546,2333,2666,1705,5475,1660,2746,1355,5358,3064,4716,2139,4872
1,Male,56,5,8,4,EM,5707,4171,1862,6951,4825,1214,1125,10485,2307,7466,8579,1873,2192,1345,778,3161,5639,3083,7083,5472,8738,825
1,Male,57,5,8,4,EM,8136,8549,3827,3084,1985,1021,4989,5149,5636,1934,1545,1555,3718,5237,2616,3662,5994,2306,3081,4766,963,3510
1,Male,58,5,8,4,EM,2506,6506,7622,9212,3890,1296,2110,1686,3657,3863,1217,2064,2698,9130,4055,1681,2485,707,1418,1557,3789,2296
1,Male,59,5,8,4,EM,1495,2094,4815,3910,2677,4869,7579,3492,7104,3955,2729,1059,2407,1978,3310,5059,1670,7140,1354,1447,4746,5465
1,Male,60,5,8,4,EM,8296,1516,9582,2774,1962,5648,6293,3752,1738,6443,4909,3714,9663,1034,3439,6722,3834,3734,3107,2121,10327,6751
1,Male,61,5,8,4,EM,2078,349,1187,1317,4931,7456,2450,3284,3539,7404,6465,7645,4066,2905,1108,3601,1643,2632,929,1050,3405,3350
1,Male,62,5,8,4,EM,1120,739,4353,4036,1128,3893,7536,938,1714,3100,2877,6221,2572,2699,2544,10575,1927,1214,2924,3722,3686,4999
1,Male,63,5,8,4,EM,8980,7734,3382,4838,1496,2422,1331,2366,4394,3525,6549,2223,10436,3472,1729,2767,1163,4497,7542,3250,5263,3658
1,Male,64,5,8,4,EM,1804,3945,8687,1758,1873,5100,5152,1746,5743,2390,961,2999,4738,1245,3730,6240,4990,1090,3378,3570,2770,7375
1,Male,65,5,8,4,EM,1833,1691,8176,2029,3818,7912,6377,1727,2110,2489,1461,3843,6084,4110,2843,1524,2920,983,1783,1764,5328,6410
1,Male,66,5,8,4,EM,3646,829,544,4477,3470,3099,4221,2207,2922,3363,6643,1804,1782,3321,4291,1768,3119,1982,1463,2437,1434,885
1,Male,67,5,9,4,EM,2759,2904,1714,824,1068,9509,3660,633,5620,2639,2431,4225,2841,5658,3351,1203,1993,7624,2105,6505,1784,2313
1,Male,68,5,9,4,EM,5822,1605,6769,7092,1951,238,5259,6259,3939,1048,4270,3654,3328,2120,4238,9395,6017,970,3837,1515,1667,2709
1,Male,69,5,9,4,EM,5127,752,436,5228,4111,8205,2420,1759,516,512,7624,4333,6005,4639,3940,4397,3538,6314,7545,10709,1644,1398
1,Male,70,5,9,4,EM,392,704,3703,4096,4015,4605,3373,3448,445,1731,5337,2062,1650,1115,9257,1333,1847,1879,7677,2986,6034,5028
1,Male,71,5,9,4,EM,302,5961,6022,1751,1731,6307,2514,3116,2650,2562,1877,196,2931,5159,1645,1251,3875,2184,3795,1406,7800,2679
1,Male,72,5,9,4,EM,4104,6521,972,2567,1414,5502,2018,4743,2073,3519,582,1344,4750,2649,8746,1144,1067,5071,3567,7367,2771,4553
1,Male,73,5,9,4,EM,3429,3054,681,5383,1137,8197,3303,3757,864,4264,6584,1620,496,366,4934,6352,1157,3286,4282,6712,4883,2005
1,Male,74,5,9,4,EM,914,5734,2260,5263,2287,1482,7098,6400,843,961,2816,2737,5381,2007,3471,1040,2837,4634,2065,2747,1795,4325
1,Male,75,5,9,4,EM,5776,8140,3357,3483,2547,1171,804,3498,2254,10030,4332,5812,6103,5782,1051,4982,6680,1780,5176,2413,3815,832
1,Male,76,5,9,4,EM,5400,4121,4690,3154,605,564,1369,3142,7794,3266,3376,6866,1605,1279,1075,3268,3571,982,2436,941,1274,3553
1,Male,77,5,9,4,EM,218,833,8036,1495,1477,4960,5519,867,1352,901,3902,2661,10121,300,1681,2549,816,6186,6965,4857,902,1063
1,Male,78,5,9,4,EM,2139,2114,1989,2567,7245,4083,3510,3549,2724,606,6006,3391,1506,5347,3295,2429,6734,240,4660,3501,7848,6152
1,Male,79,5,9,4,EM,3817,3585,907,1105,3394,3800,473,324,7123,2910,3685,2037,1654,3003,3335,1518,695,245,3773,1744,3450,2871
1,Male,80,5,9,4,EM,1198,9189,3085,580,1045,665,2506,8937,400,3457,7938,3967,6664,1815,3750,4556,473,4900,900,727,893,4134
1,Male,81,5,9,4,EM,5094,3436,804,209,4868,4151,3302,2099,6341,2784,553,6433,3325,719,1439,2499,688,8948,2349,592,1045,1865
1,Male,82,5,9,4,EM,3627,1918,1122,621,168,522,2207,2576,1752,4735,2201,2627,1556,2874,5587,1065,2990,1724,2426,333,490,5270
1,Male,83,5,9,4,EM,613,4096,446,611,242,4691,5128,5673,167,2637,1138,5539,4382,401,5238,718,3828,2312,3515,4971,2730,6707
1,Male,84,5,9,4,EM,2696,118,4703,872,2775,771,1733,3225,172,310,987,1183,1513,2600,1562,2354,4755,3417,1138,1916,2422,3249
1,Male,85,5,9,4,EM,127,5677,3449,803,532,375,1062,585,3075,3668,1877,6606,4956,2031,420,3114,4400,3160,1026,777,2895,331
1,Male,86,5,9,4,EM,766,119,302,675,3797,5716,1186,445,4146,1316,2265,5193,2861,5543,1831,2815,812,4653,4134,2962,583,664
1,Male,87,5,9,4,EM,1234,769,240,175,6534,1030,410,2284,1099,3521,8274,746,4472,3973,960,2658,1678,1606,773,2132,180,813
1,Male,88,5,9,4,EM,4323,5216,3112,997,2531,1014,3647,2255,5302,4397,2703,1767,439,5640,440,2383,3550,129,8097,2350,1856,239
1,Male,89,5,9,4,EM,3504,1359,1613,2460,6871,1001,4085,2754,1673,243,1215,7128,3432,1888,620,620,9954,4156,6912,181,944,5530
1,Male,90+,5,9,4,EM,1797,749,3692,8767,5556,4291,3370,5718,1039,3328,1725,2135,656,261,2425,2576,6779,810,665,6702,507,3683
1,Male,0,5,1,5,WM,6082,3655,4470,4238,8235,3361,3418,2559,9550,3757,2800,9911,7377,8193,6392,8681,3676,10241,4639,8647,10798,9940
1,Male,1,5,1,5,WM,8582,3249,7452,5382,2937,8953,5008,3143,8313,2800,6291,2801,3062,9789,7455,6053,5413,7710,6082,7331,9341,5666
1,Male,2,5,1,5,WM,4204,2276,9928,7288,7070,2698,4623,6825,7059,3384,4242,4463,4350,7749,5707,3779,5681,5981,7034,4881,4125,5291
1,Male,3,5,1,5,WM,6251,10293,6328,2385,5068,4847,4257,4144,7712,3828,3308,5241,3876,9594,6930,4495,5742,3729,8142,8971,3442,5468
1,Male,4,5,1,5,WM,3319,4376,3813,5018,2480,7686,2854,2858,3476,3126,5590,3221,3227,4301,5355,3142,4953,4401,5236,6608,6344,5225
1,Male,5,5,1,5,WM,6030,12051,2952,6472,8109,6350,5212,6274,4971,6256,3877,8083,3696,6171,10133,6759,3829,5249,3382,4434,3879,6426
1,Male,6,5,1,5,WM,5004,8453,3543,3155,3386,3012,5918,2999,6731,2862,2967,2980,10233,3661,2903,7554,4391,3010,5669,6927,3394,4316
1,Male,7,5,1,5,WM,7946,12229,6114,8773,2743,8085,8474,3924,6853,9293,3906,3654,4120,5550,3271,4177,3126,2690,3501,5176,3829,3290
1,Male,8,5,1,5,WM,4317,7416,3775,7890,3780,3240,2519,8424,3058,2830,5990,3535,6859,9956,4677,4185,7045,6062,2789,4003,7663,4099
1,Male,9,5,1,5,WM,8924,3394,6427,2961,5634,3260,9436,4035,3311,10636,10500,6555,3333,4625,7376,4780,3601,4693,5177,5144,3669,4756
1,Male,10,5,1,5,WM,3597,8821,7001,9965,4469,6235,4216,3600,2533,4492,7313,3063,6240,6966,8355,5537,7008,8383,3625,2853,3965,5587
1,Male,11,5,1,5,WM,8943,7089,3378,6000,4119,2715,3549,3890,8006,2889,3199,2665,4291,7327,2986,6111,5683,7571,8661,5396,5057,3292
1,Male,12,5,1,5,WM,6098,6907,5007,6406,2831,5472,3009,2565,6829,3888,11316,9234,3405,5928,6170,6711,3564,2965,3147,4311,10394,3332
1,Male,13,5,1,5,WM,6079,4168,3507,3534,3346,6399,2849,3282,6783,2959,3468,2858,2750,7046,6260,4664,3058,5728,7005,7273,3858,7049
1,Male,14,5,1,5,WM,3200,3837,5987,6087,8038,6166,7332,5924,4524,5693,5982,7028,5341,5024,8169,11102,4499,5437,10158,3526,3602,3570
1,Male,15,5,1,5,WM,3879,3996,3492,8458,7845,4783,2860,9927,4549,3549,7259,3415,9858,5154,4217,4687,7757,4709,4472,5659,3746,3728
1,Male,16,5,2,5,WM,7685,3679,8959,4107,7773,4754,3359,11054,3701,5878,5278,7760,2823,3203,2936,4333,4419,5158,11130,4911,8912,6200
1,Male,17,5,2,5,WM,5048,6535,2914,3271,3446,3123,8173,4106,2750,5742,3646,2651,4842,6065,3768,2757,2863,12340,3082,10823,7909,5366
1,Male,18,5,3,5,WM,4998,5233,5381,9571,5804,3952,4062,6348,6076,3177,5546,3688,7285,3165,10533,4216,2635,3040,3981,6809,4432,10598
1,Male,19,5,3,5,WM,5322,3515,2644,8461,6712,5201,4530,3821,4508,3932,3770,6654,7904,6721,9489,2695,2872,3571,5702,4777,4126,5829
1,Male,20,5,4,5,WM,7192,7467,3414,5415,9088,8458,3424,7133,5037,6734,6345,3287,4503,3106,7837,4470,3571,8611,3654,2797,7855,3832
1,Male,21,5,4,5,WM,2949,5419,4418,4371,6716,9709,3347,7364,5173,8196,11462,6769,7503,6032,9400,6093,3634,4115,6926,5244,4327,2589
1,Male,22,5,4,5,WM,3990,3255,5184,4460,4666,4519,8284,2662,6929,4762,4978,7181,3791,4639,7555,3811,3957,4057,4268,6469,4586,7210
1,Male,23,5,4,5,WM,7649,4366,4671,11655,3944,3873,11496,2987,5722,4011,6213,7165,7099,4671,7141,3956,2946,7279,4926,3878,6950,4203
1,Male,24,5,4,5,WM,7524,7255,2932,7555,5788,3353,7457,2708,6942,5835,7646,4171,7236,3964,9294,4645,3110,3487,3716,2963,9726,6094
1,Male,25,5,5,5,WM,2899,6724,7825,2830,3534,2935,3588,9648,12194,3788,8333,4606,6094,4288,11852,3540,6410,2913,5571,10455,3949,2878
1,Male,26,5,5,5,WM,4948,8722,6072,3160,4542,5991,4405,5433,7290,5383,5494,6304,7140,8086,3500,4630,3517,3310,3690,10516,5249,10349
1,Male,27,5,5,5,WM,9745,4301,3312,9348,6736,4981,6460,7627,2884,11536,6823,6826,3110,4657,7895,7883,3928,3553,7337,3419,11540,4761
1,Male,28,5,5,5,WM,4067,5395,9109,2180,6039,8239,5106,3775,7613,6675,4784,9000,5363,3281,7030,6423,4103,6356,5572,3601,3369,7057
1,Male,29,5,5,5,WM,6823,1885,8209,5891,3931,3938,5341,6801,7782,11744,8179,9645,5542,6302,7831,4205,4194,3442,4307,4595,4465,6389
1,Male,30,5,5,5,WM,6515,8469,3508,4512,2241,5125,4610,4472,7368,9856,11646,8575,5258,3449,7640,8205,10630,4032,6058,8825,3604,2776
1,Male,31,5,5,5,WM,2371,2608,5882,10787,6693,3956,7102,3893,3256,3154,9380,5506,3918,3192,3250,3005,3199,3699,4017,4312,4184,9061
1,Male,32,5,5,5,WM,2827,3042,2582,7945,6132,4973,5359,3873,7485,3062,5441,2808,3215,3078,6448,10565,4368,3240,5106,4497,6590,3928
1,Male,33,5,5,5,WM,6047,3891,2331,6742,6960,10178,3836,3170,2919,4072,5379,11324,3837,5335,4523,6325,3329,9026,4367,5008,9988,6259
1,Male,34,5,5,5,WM,5189,2833,2243,6174,7039,4970,3641,5066,3796,5292,3646,11268,4785,4272,4332,3623,7605,10983,8110,9494,8851,8896
1,Male,35,5,6,5,WM,2349,2088,5548,4419,7906,2497,10240,3793,3414,8194,2920,6967,3749,3456,3643,7828,6195,7232,8445,9823,3977,8783
1,Male,36,5,6,5,WM,2302,2049,9031,7406,4022,2597,1831,1951,4006,9800,3223,7279,6136,2783,5018,3612,8931,4717,9572,4953,4630,3817
1,Male,37,5,6,5,WM,4227,2994,3172,1797,2108,3607,2664,8110,8669,2187,11020,6608,4098,6835,5975,3078,5070,7714,4287,3681,2666,6567
1,Male,38,5,6,5,WM,2279,3235,3134,6537,4561,7967,6656,5112,2828,1823,5783,5786,5687,2597,3596,7502,3653,4764,5634,6705,7365,4690
1,Male,39,5,6,5,WM,6006,2290,2726,2884,3092,6122,7232,4550,5537,5042,2906,4690,4442,7737,2697,3760,8694,8675,4142,4462,4362,2909
1,Male,40,5,6,5,WM,6221,7181,2218,5892,2913,2134,2689,9137,2765,6026,2764,8152,3969,7474,5017,7428,4485,6486,7674,5806,6973,7829
1,Male,41,5,6,5,WM,7095,1825,8944,2095,4910,5349,4992,6348,2422,2684,5671,5795,5457,3889,6996,8104,4053,5436,4273,2920,10097,6303
1,Male,42,5,6,5,WM,2158,1586,3736,3202,4738,6307,3392,4261,2938,4956,1968,4004,4076,2612,4026,2592,10041,3026,6827,5549,6666,4335
1,Male,43,5,6,5,WM,4734,6373,1887,1874,6469,2493,4579,6835,6460,4302,2081,8585,3852,8580,3676,4957,3570,3150,4213,6556,11953,3159
1,Male,44,5,6,5,WM,2324,4359,2105,6039,1894,7241,4978,9412,4198,5997,4611,9828,4331,11032,3258,8520,7158,2590,1776,6998,5828,6750
1,Male,45,5,7,5,WM,7699,2815,5373,1759,7721,1566,6545,1675,5525,2015,3503,2073,3625,3625,11583,3678,3442,2557,5138,2504,3815,9462
1,Male,46,5,7,5,WM,1990,2925,1941,3874,5172,5525,8578,4842,1562,6075,4029,2753,7196,2974,2352,5368,2212,4693,2414,2765,1950,2742
1,Male,47,5,7,5,WM,4867,1956,5127,3487,1733,9833,3879,1816,8346,8714,2357,1689,2820,3493,10443,3949,6709,3026,1856,5296,2216,2297
1,Male,48,5,7,5,WM,2300,4519,6500,2235,6751,1867,2987,3864,5596,6872,2735,3074,2949,1754,4877,4108,2003,7165,2639,1938,2045,2997
1,Male,49,5,7,5,WM,2677,7469,4574,2327,3039,5260,9081,2403,2492,2093,3267,6794,5884,1851,8254,3984,2353,3032,6210,6431,4095,2925
1,Male,50,5,7,5,WM,2378,6023,7696,1969,8002,3381,4092,7641,4037,5612,8609,2428,3253,7465,2002,2991,8027,9267,8216,8591,2902,7613
1,Male,51,5,7,5,WM,8512,7757,7547,3909,2975,3084,2971,3195,2822,3698,4596,7519,4693,10065,5481,8117,2678,3560,3061,3410,3357,3333
1,Male,52,5,7,5,WM,2036,6769,3295,9514,2106,2140,5642,4044,1884,3735,5019,2623,1524,2282,2954,3023,4024,3227,4392,2415,6070,2099
1,Male,53,5,7,5,WM,2004,3741,2540,4189,10259,2466,1669,3403,3229,4197,2183,2762,2321,1719,9354,3619,4041,2238,2049,3532,3486,3241
1,Male,54,5,7,5,WM,1777,6297,2768,4422,7102,4777,4249,6648,1597,3123,6030,6933,4963,3895,8275,9123,1602,3440,3201,2652,6998,6328
1,Male,55,5,8,5,WM,3187,2278,2428,3684,2773,5939,2498,5753,3073,6438,1628,1887,2395,3011,3842,4741,1789,3467,2363,6060,9236,5900
1,Male,56,5,8,5,WM,1081,7676,2395,2382,6839,4260,8294,5481,5887,2736,5999,3372,1839,3235,11199,2158,1883,6135,3062,2221,2092,1813
1,Male,57,5,8,5,WM,2632,2301,3961,3179,3630,7281,3986,2745,6184,5885,5665,7427,1792,3001,4947,3305,6578,9643,2533,4090,4231,2057
1,Male,58,5,8,5,WM,5645,1626,2741,1745,4832,3208,2433,2473,3955,2864,2003,2721,11174,5106,1527,2001,5074,2223,5204,6850,2431,2003
1,Male,59,5,8,5,WM,4462,5306,2853,6449,2130,1816,1758,3532,7694,3376,2040,5659,9262,3003,1746,2285,1873,4635,4546,5966,4639,3537
1,Male,60,5,8,5,WM,2283,6468,3144,8688,2106,10089,3468,2424,1814,4012,8021,3953,4862,3889,7981,2005,4444,2965,1732,4708,5425,7208
1,Male,61,5,8,5,WM,5719,7794,1655,4512,1044,2687,1302,5422,6727,2760,2764,3123,3171,8552,5354,2110,1782,1841,1631,2362,4806,3719
1,Male,62,5,8,5,WM,1780,7576,1825,3181,1600,2197,4812,6647,2843,2285,1741,3169,2234,5349,1968,2346,4048,3617,8190,5795,4359,10941
1,Male,63,5,8,5,WM,4410,1310,1431,1909,2212,2928,1137,4352,3383,3541,5249,5513,3117,3730,2665,1923,3474,1858,1910,2327,3684,3292
1,Male,64,5,8,5,WM,1771,2135,2128,4847,2164,924,1905,3222,3506,8839,5075,3790,4559,1788,5931,3477,2018,3505,2917,9966,2373,3253
1,Male,65,5,8,5,WM,359,1316,2330,3824,9873,4521,2975,1870,2330,2861,1323,7409,3405,8100,7780,2162,4786,4260,2399,5183,2111,4228
1,Male,66,5,8,5,WM,5314,1525,5974,2594,2634,1165,1013,1458,4729,3203,8654,1066,2762,1635,3249,6792,5660,5195,2275,3664,1764,2332
1,Male,67,5,9,5,WM,588,7661,1184,4271,2150,1773,1293,7976,1170,4286,2415,10822,1206,4156,2579,3685,2038,3756,1981,2783,2821,4081
1,Male,68,5,9,5,WM,3560,3438,1337,538,3510,1397,2628,913,2503,3437,2997,3959,4158,2841,2722,3430,4913,2122,2079,7173,1923,1779
1,Male,69,5,9,5,WM,8167,6576,8425,328,759,2205,6721,1070,855,3637,3576,1735,2861,8006,3908,1993,2368,1871,6117,1554,3262,3854
1,Male,70,5,9,5,WM,7230,2164,997,1626,6268,582,8361,5605,1862,2453,4591,2588,1616,6116,3569,4397,6740,2462,3676,4450,3130,4131
1,Male,71,5,9,5,WM,8478,2116,2875,3281,1144,2097,3105,5139,5724,1324,1720,9465,5534,2005,2371,3894,2341,5909,7132,2348,2865,4009
1,Male,72,5,9,5,WM,2969,3972,4100,9188,999,767,1178,3487,1519,2899,2763,2380,4210,1303,2489,5640,1170,6579,7649,8106,2649,4531
1,Male,73,5,9,5,WM,1025,2534,2516,2469,870,1132,4586,3517,1261,4874,2945,4145,6090,1289,1368,1650,7514,8455,3534,2223,2877,1910
1,Male,74,5,9,5,WM,1882,1839,3802,457,4477,2640,1333,6400,345,988,2263,1297,1646,1169,973,3259,4804,1564,4738,1060,2032,4699
1,Male,75,5,9,5,WM,1902,1631,2975,1195,6877,7314,3013,2995,3102,356,1042,6393,3345,2386,2305,8183,5488,7075,2638,2292,1182,3804
1,Male,76,5,9,5,WM,3766,980,4984,680,2566,3101,4358,10004,1588,5765,2918,1338,4918,2957,7388,2972,4442,751,3754,3461,909,4177
1,Male,77,5,9,5,WM,8613,1726,2838,6316,1988,2600,2821,2758,838,1710,1852,6566,1712,2270,6109,1658,5943,4199,3011,1809,1330,5595
1,Male,78,5,9,5,WM,1993,5389,749,4973,298,1556,691,1428,2901,2573,2025,320,6838,4503,1897,4093,1009,1194,1785,5519,8666,3694
1,Male,79,5,9,5,WM,6411,4494,3805,1784,2754,4103,6586,838,412,7831,522,2092,6874,627,2956,3035,3898,7155,7053,2223,5700,9064
1,Male,80,5,9,5,WM,761,991,1160,255,1462,1842,1933,1860,2861,4032,351,885,1557,4323,6200,2593,1696,1450,1895,2024,8812,10042
1,Male,81,5,9,5,WM,6591,1060,9537,3476,3092,1154,2195,4270,310,1210,1550,1366,707,2115,3990,3560,848,3394,1661,840,4810,1427
1,Male,82,5,9,5,WM,3999,606,3297,598,202,345,2537,6174,4105,3761,2297,793,2067,5901,2284,7466,588,328,1717,5380,8605,1541
1,Male,83,5,9,5,WM,480,1141,176,410,1553,2703,1322,1692,7273,2431,250,8108,1703,2704,1042,3958,1710,1835,646,1184,3388,1415
1,Male,84,5,9,5,WM,1707,983,1676,5113,2665,4939,1629,2559,867,277,5698,4906,633,2998,5819,4523,1411,4115,1380,880,6102,1401
1,Male,85,5,9,5,WM,413,1893,4995,3055,1333,786,5768,3176,2732,311,1785,387,3284,4417,4187,573,1168,10023,1578,4618,5189,488
1,Male,86,5,9,5,WM,8568,3502,8323,2218,1519,884,998,3698,1588,3619,2397,7866,753,3407,535,433,932,1453,1856,1535,5554,3826
1,Male,87,5,9,5,WM,1795,1002,4812,158,2032,2137,4407,428,8071,4149,472,1004,3161,706,885,6240,5879,2020,2866,4923,5537,1463
1,Male,88,5,9,5,WM,595,6183,1116,1019,2966,131,436,103,3606,1046,7570,5903,267,4210,1534,7370,645,314,3609,561,3202,1466
1,Male,89,5,9,5,WM,975,6650,4068,4430,1391,3839,3643,9404,619,4813,429,3769,1252,455,426,3116,1571,3168,1913,5777,1671,4365
1,Male,90+,5,9,5,WM,414,1822,463,3032,1162,601,3312,1008,2139,2848,8000,1098,5275,1746,7913,5243,3946,1848,1461,1820,2131,2584
1,Male,0,5,1,6,East,3559,2563,7030,8378,3162,4727,9580,2292,7311,3991,3859,2851,2089,2316,6021,1198,1538,4806,3788,6723,3442,4559
1,Male,1,5,1,6,East,3188,4880,8954,8271,4293,1671,1629,2152,6676,4517,2667,3668,1817,1666,4300,1801,1586,3250,3450,2949,2611,2388
1,Male,2,5,1,6,East,7701,2533,1532,1464,4857,3950,1609,8306,7057,7083,5004,2510,4737,8695,4145,2933,5640,5917,1592,5843,7152,4400
1,Male,3,5,1,6,East,3641,2004,5247,3185,8269,5243,7111,8292,2293,2120,3263,3296,2207,2859,2468,1912,4074,3508,10977,8547,8028,6471
1,Male,4,5,1,6,East,4889,2330,3473,2170,1456,5317,6796,2430,4983,2799,2801,1480,2215,5584,4052,1326,6558,2253,2757,1330,2922,6321
1,Male,5,5,1,6,East,4504,1776,3006,7181,8763,3036,6542,7273,2861,2818,4369,5087,8141,4678,2065,2092,1776,3968,4199,2737,1593,4431
1,Male,6,5,1,6,East,6131,7412,2935,7183,3367,2851,5203,7076,3679,7765,7096,1483,5371,1787,5176,3124,5238,9859,4696,2537,2346,6280
1,Male,7,5,1,6,East,1887,4194,2023,7427,5292,8817,8746,3166,2642,8443,2115,3780,2248,2368,8246,4101,1553,4616,1767,2694,3617,6646
1,Male,8,5,1,6,East,3211,3605,4289,3079,3015,1813,3263,7378,5441,4584,3628,6124,3762,4587,6295,5767,4970,2177,3999,1788,2940,2621
1,Male,9,5,1,6,East,4385,2525,4794,1687,2188,2023,5538,1899,6603,3208,3289,2985,9922,1628,5824,7049,3474,1717,5356,1784,1394,4691
1,Male,10,5,1,6,East,2646,2061,1732,2455,1854,2274,5776,2720,4654,7471,1951,3844,4326,1475,3220,6049,5372,3364,2113,2038,4504,3955
1,Male,11,5,1,6,East,3408,5628,3426,2577,5015,1808,4860,8974,6315,8893,1687,6075,4934,3296,6685,7186,6062,1854,3037,9095,5705,9819
1,Male,12,5,1,6,East,6018,6732,3794,3064,2020,3044,7621,9699,1830,1933,4410,4843,4974,5505,5469,4196,5576,10121,5410,6449,5640,4145
1,Male,13,5,1,6,East,4488,2146,3077,1184,9919,7792,7745,2282,3281,10388,1798,9511,3571,2704,8901,1905,2887,6732,3142,2716,1761,5882
1,Male,14,5,1,6,East,2375,1964,2585,4569,5104,5121,2315,4084,1947,3669,4520,2508,7839,2013,2242,8661,4481,1811,5421,2067,2090,4935
1,Male,15,5,1,6,East,3621,6999,1237,7013,3057,3806,6211,5968,6531,2181,3074,4645,2307,7272,4959,5491,1667,2299,2099,5776,7194,6343
1,Male,16,5,2,6,East,9713,1846,4357,2859,1505,4113,1875,9301,4729,1863,3013,5486,3398,2428,3066,8787,2913,5271,4316,1601,5035,2718
1,Male,17,5,2,6,East,6038,1295,5406,4468,4816,1993,6296,4801,1759,2894,3092,6238,6498,1985,3625,4615,6585,5531,4209,2156,2907,3101
1,Male,18,5,3,6,East,9808,7521,2506,2591,1667,2663,2785,1279,1276,1781,2487,3751,2695,2587,2254,9192,8329,7897,5887,1866,2738,4179
1,Male,19,5,3,6,East,6536,6715,7220,2198,8993,3075,1998,2761,2090,4812,3135,4256,2981,3940,3358,3537,2261,8785,3002,3558,6473,3026
1,Male,20,5,4,6,East,994,1130,4447,2618,5792,2332,3688,4802,3673,4026,1366,10302,2797,2082,4654,1445,1950,4735,1649,3414,2440,5178
1,Male,21,5,4,6,East,1272,1619,3460,3709,1741,1658,903,2610,3607,5697,3342,1233,2702,4289,6750,3449,6682,4418,4811,1872,3388,1478
1,Male,22,5,4,6,East,2577,1586,2435,7831,7743,6108,1862,8484,5416,2120,4878,1958,5435,2580,7370,4540,4503,2122,2679,6083,8889,8409
